domain,ip,http_status,http_title,whois_info,source_file
www.bnl.gov,23.22.144.44,200,Brookhaven National Laboratory — a passion for discovery,"CIDR:           23.20.0.0/14; NetName:        AMAZON-EC2-USEAST-10; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           23.20.0.0/14; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www.bnl.gov,13.219.6.124,200,Brookhaven National Laboratory — a passion for discovery,"CIDR:           13.200.0.0/13, 13.208.0.0/12, 13.224.0.0/12; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z); CIDR:           13.216.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www.bnl.gov,34.236.206.116,200,Brookhaven National Laboratory — a passion for discovery,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www.bnl.gov,54.160.71.8,200,Brookhaven National Laboratory — a passion for discovery,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
sftp01.sdcc.bnl.gov,198.125.209.28,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
sci-dmz2.s192-153.sdcc.bnl.gov,192.153.161.3,,,CIDR:           192.153.161.0/24; NetName:        AGSDCSBOOST; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor25.usatlas.bnl.gov,192.12.15.187,401,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
drupal2.star.bnl.gov,130.199.3.23,200,Mistake?,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ftp.radar.bnl.gov,130.199.4.20,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
snews.bnl.gov,130.199.22.180,200,What is SNEWS?,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
duo-fed-enroll.bnl.gov,54.86.210.79,200,Duo Fed Enrollment,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
duo-fed-enroll.bnl.gov,23.22.144.44,200,Duo Fed Enrollment,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
duo-fed-enroll.bnl.gov,13.219.6.124,200,Duo Fed Enrollment,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
duo-fed-enroll.bnl.gov,34.236.206.116,200,Duo Fed Enrollment,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
duo-fed-enroll.bnl.gov,98.83.235.92,200,Duo Fed Enrollment,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
duo-fed-enroll.bnl.gov,54.160.71.8,200,Duo Fed Enrollment,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
gazelle.pbn.bnl.gov,130.199.105.38,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
guestservices.bnl.gov,54.86.210.79,200,Housing Reservation Form,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
guestservices.bnl.gov,98.83.235.92,200,Housing Reservation Form,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
guestservices.bnl.gov,23.22.144.44,200,Housing Reservation Form,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
guestservices.bnl.gov,13.219.6.124,200,Housing Reservation Form,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
guestservices.bnl.gov,34.236.206.116,200,Housing Reservation Form,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
guestservices.bnl.gov,54.160.71.8,200,Housing Reservation Form,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dean.star.bnl.gov,130.199.162.136,200,STAR Online Web Server,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
eic-code-browser.sdcc.bnl.gov,198.125.209.12,200,EIC Code Browsing Server,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ansible2-ext.nsls2.bnl.gov,192.203.218.22,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
idm07.sdcc.bnl.gov,130.199.148.169,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
sao-rednmx.bnl.gov,130.199.72.160,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
romanpot-logbook.phy.bnl.gov,130.199.22.180,200,BNL Physics Department Web Server,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
cups2.s154.bnl.gov,130.199.154.3,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
web.racf.bnl.gov,198.125.209.12,401,Kerberos Unsupported,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
test.set.sdcc.bnl.gov,198.125.210.17,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dtn01.sdcc.bnl.gov,198.125.208.25,403,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
blconddb03.sdcc.bnl.gov,192.33.128.46,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ldmsgateway.bnl.gov,130.199.4.92,403,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
balancer1-ext.nsls2.bnl.gov,192.203.218.24,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
blruciotest.sdcc.bnl.gov,192.33.128.159,404,404 Not Found,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
blruciotest.sdcc.bnl.gov,192.33.128.156,404,404 Not Found,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
webview.nsls2.bnl.gov,192.203.218.23,200,BNL | NSLS-II | System Status,CIDR:           192.203.218.0/24; NetName:        CTRLLAB; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
webview.nsls2.bnl.gov,192.203.218.39,200,BNL | NSLS-II | System Status,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
lfc.sdcc.bnl.gov,198.125.208.11,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
sci-dmz1.s192-153.sdcc.bnl.gov,192.153.161.2,,,CIDR:           192.153.161.0/24; NetName:        AGSDCSBOOST; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
bgk02.sdcc.bnl.gov,130.199.185.25,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
hq2012.bnl.gov,98.83.235.92,200,Hot Quarks 2012,"CIDR:           98.80.0.0/12; NetName:        AMAZO-4; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           98.80.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
hq2012.bnl.gov,54.86.210.79,200,Hot Quarks 2012,CIDR:           54.64.0.0/11; NetName:        AMAZON-2011L; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
hq2012.bnl.gov,23.22.144.44,200,Hot Quarks 2012,"CIDR:           23.20.0.0/14; NetName:        AMAZON-EC2-USEAST-10; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           23.20.0.0/14; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
hq2012.bnl.gov,13.219.6.124,200,Hot Quarks 2012,"CIDR:           13.208.0.0/12, 13.200.0.0/13, 13.224.0.0/12; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z); CIDR:           13.216.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
hq2012.bnl.gov,34.236.206.116,200,Hot Quarks 2012,CIDR:           34.192.0.0/10; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
hq2012.bnl.gov,54.160.71.8,200,Hot Quarks 2012,"CIDR:           54.144.0.0/12, 54.216.0.0/14, 54.192.0.0/12, 54.160.0.0/11, 54.208.0.0/13, 54.220.0.0/15; NetName:        AMAZON; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
130-199-251-19.nat.bnl.gov,130.199.251.19,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
bldiracvm01.sdcc.bnl.gov,192.33.128.20,,,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www.agshome.bnl.gov,130.199.100.181,200,Page Moved,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
eicdtn01.sdcc.bnl.gov,198.125.208.47,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
